[ TIME ] [ JOB ID ]                [ EVENT TYPE ]
 135000      J67                      RELEASED
 135050      J37                       STARTED
 135050      J27                      FINISHED
 135080      J129                      RELEASED
 135080      J129                       STARTED
 135102      J129                      FINISHED
 135122      J37                      FINISHED
 135122      J47                       STARTED
 135172      J47                      FINISHED
 135172      J57                       STARTED
 135190      J130                      RELEASED
 135190      J130                       STARTED
 135212      J130                      FINISHED
 135244      J57                      FINISHED
 135244      J67                       STARTED
 135294      J67                      FINISHED
 135300      J131                      RELEASED
 135300      J131                       STARTED
 135322      J131                      FINISHED
 135410      J132                      RELEASED
 135410      J132                       STARTED
 135432      J132                      FINISHED
 135500      J28                      RELEASED
 135500      J28                       STARTED
 135500      J38                      RELEASED
 135500      J48                      RELEASED
 135500      J58                      RELEASED
 135500      J68                      RELEASED
 135520      J133                      RELEASED
 135520      J133                       STARTED
 135542      J133                      FINISHED
 135572      J28                      FINISHED
 135572      J38                       STARTED
 135622      J38                      FINISHED
 135622      J48                       STARTED
 135630      J134                      RELEASED
 135630      J134                       STARTED
 135652      J134                      FINISHED
 135694      J48                      FINISHED
 135694      J58                       STARTED
 135740      J135                      RELEASED
 135740      J135                       STARTED
 135762      J135                      FINISHED
 135766      J58                      FINISHED
 135766      J68                       STARTED
 135816      J68                      FINISHED
 135850      J136                      RELEASED
 135850      J136                       STARTED
 135872      J136                      FINISHED
 135960      J137                      RELEASED
 135960      J137                       STARTED
 135982      J137                      FINISHED
 136000      J39                      RELEASED
 136000      J29                      RELEASED
 136000      J29                       STARTED
 136000      J49                      RELEASED
 136000      J59                      RELEASED
 136000      J69                      RELEASED
 136050      J39                       STARTED
 136050      J29                      FINISHED
 136070      J138                      RELEASED
 136070      J138                       STARTED
 136092      J138                      FINISHED
 136122      J39                      FINISHED
 136122      J49                       STARTED
 136172      J49                      FINISHED
 136172      J59                       STARTED
 136180      J139                      RELEASED
 136180      J139                       STARTED
 136202      J139                      FINISHED
 136244      J59                      FINISHED
 136244      J69                       STARTED
 136290      J140                      RELEASED
 136290      J140                       STARTED
 136312      J140                      FINISHED
 136316      J69                      FINISHED
 136400      J141                      RELEASED
 136400      J141                       STARTED
 136422      J141                      FINISHED
 136500      J210                      RELEASED
 136500      J210                       STARTED
 136500      J310                      RELEASED
 136500      J510                      RELEASED
 136500      J410                      RELEASED
 136500      J610                      RELEASED
 136510      J142                      RELEASED
 136510      J142                       STARTED
 136532      J142                      FINISHED
 136572      J210                      FINISHED
 136572      J310                       STARTED
 136620      J143                      RELEASED
 136620      J143                       STARTED
 136642      J143                      FINISHED
 136644      J310                      FINISHED
 136644      J410                       STARTED
 136694      J510                       STARTED
 136694      J410                      FINISHED
 136730      J144                      RELEASED
 136730      J144                       STARTED
 136752      J144                      FINISHED
 136766      J510                      FINISHED
 136766      J610                       STARTED
 136816      J610                      FINISHED
 136840      J145                      RELEASED
 136840      J145                       STARTED
 136862      J145                      FINISHED
 136950      J146                      RELEASED
 136950      J146                       STARTED
 136972      J146                      FINISHED
 137000      J311                      RELEASED
 137000      J211                      RELEASED
 137000      J211                       STARTED
 137000      J411                      RELEASED
 137000      J511                      RELEASED
 137000      J611                      RELEASED
 137050      J311                       STARTED
 137050      J211                      FINISHED
 137060      J147                      RELEASED
 137060      J147                       STARTED
 137082      J147                      FINISHED
 137122      J311                      FINISHED
 137122      J411                       STARTED
 137170      J148                      RELEASED
 137170      J148                       STARTED
 137192      J148                      FINISHED
 137194      J411                      FINISHED
 137194      J511                       STARTED
 137244      J511                      FINISHED
 137244      J611                       STARTED
 137280      J149                      RELEASED
 137280      J149                       STARTED
 137302      J149                      FINISHED
 137316      J611                      FINISHED
 137390      J150                      RELEASED
 137390      J150                       STARTED
 137412      J150                      FINISHED
 137500      J11                      RELEASED
 137500      J11                       STARTED
 137500      J31                      RELEASED
 137500      J21                      RELEASED
 137500      J41                      RELEASED
 137500      J51                      RELEASED
 137500      J61                      RELEASED
 137522      J11                      FINISHED
 137522      J21                       STARTED
 137572      J31                       STARTED
 137572      J21                      FINISHED
 137610      J12                      RELEASED
 137610      J12                       STARTED
 137632      J12                      FINISHED
 137644      J31                      FINISHED
 137644      J41                       STARTED
 137694      J41                      FINISHED
 137694      J51                       STARTED
 137720      J13                      RELEASED
 137720      J13                       STARTED
 137742      J13                      FINISHED
 137766      J51                      FINISHED
 137766      J61                       STARTED
 137816      J61                      FINISHED
 137830      J14                      RELEASED
 137830      J14                       STARTED
 137852      J14                      FINISHED
 137940      J15                      RELEASED
 137940      J15                       STARTED
 137962      J15                      FINISHED
 138000      J22                      RELEASED
 138000      J22                       STARTED
 138000      J32                      RELEASED
 138000      J42                      RELEASED
 138000      J62                      RELEASED
 138000      J52                      RELEASED
 138050      J22                      FINISHED
 138050      J16                      RELEASED
 138050      J16                       STARTED
 138072      J16                      FINISHED
 138072      J32                       STARTED
 138122      J32                      FINISHED
 138122      J42                       STARTED
 138160      J17                      RELEASED
 138160      J17                       STARTED
 138182      J17                      FINISHED
 138194      J42                      FINISHED
 138194      J52                       STARTED
 138244      J62                       STARTED
 138244      J52                      FINISHED
 138270      J18                      RELEASED
 138270      J18                       STARTED
 138292      J18                      FINISHED
 138316      J62                      FINISHED
 138380      J19                      RELEASED
 138380      J19                       STARTED
 138402      J19                      FINISHED
 138490      J110                      RELEASED
 138490      J110                       STARTED
 138500      J33                      RELEASED
 138500      J23                      RELEASED
 138500      J43                      RELEASED
 138500      J53                      RELEASED
 138500      J63                      RELEASED
 138512      J110                      FINISHED
 138512      J23                       STARTED
 138562      J23                      FINISHED
 138562      J33                       STARTED
 138600      J111                      RELEASED
 138600      J111                       STARTED
 138622      J111                      FINISHED
 138634      J33                      FINISHED
 138634      J43                       STARTED
 138684      J43                      FINISHED
 138684      J53                       STARTED
 138710      J112                      RELEASED
 138710      J112                       STARTED
 138732      J112                      FINISHED
 138756      J53                      FINISHED
 138756      J63                       STARTED
 138806      J63                      FINISHED
 138820      J113                      RELEASED
 138820      J113                       STARTED
 138842      J113                      FINISHED
 138930      J114                      RELEASED
 138930      J114                       STARTED
 138952      J114                      FINISHED
 139000      J24                      RELEASED
 139000      J24                       STARTED
 139000      J34                      RELEASED
 139000      J44                      RELEASED
 139000      J64                      RELEASED
 139000      J54                      RELEASED
 139040      J115                      RELEASED
 139040      J115                       STARTED
 139062      J115                      FINISHED
 139072      J24                      FINISHED
 139072      J34                       STARTED
 139122      J34                      FINISHED
 139122      J44                       STARTED
 139150      J116                      RELEASED
 139150      J116                       STARTED
 139172      J116                      FINISHED
 139194      J44                      FINISHED
 139194      J54                       STARTED
 139244      J64                       STARTED
 139244      J54                      FINISHED
 139260      J117                      RELEASED
 139260      J117                       STARTED
 139282      J117                      FINISHED
 139316      J64                      FINISHED
 139370      J118                      RELEASED
 139370      J118                       STARTED
 139392      J118                      FINISHED
 139480      J119                      RELEASED
 139480      J119                       STARTED
 139500      J35                      RELEASED
 139500      J25                      RELEASED
 139500      J45                      RELEASED
 139500      J55                      RELEASED
 139500      J65                      RELEASED
 139502      J119                      FINISHED
 139502      J25                       STARTED
 139552      J35                       STARTED
 139552      J25                      FINISHED
 139590      J120                      RELEASED
 139590      J120                       STARTED
 139612      J120                      FINISHED
 139624      J35                      FINISHED
 139624      J45                       STARTED
 139674      J45                      FINISHED
 139674      J55                       STARTED
 139700      J121                      RELEASED
 139700      J121                       STARTED
 139722      J121                      FINISHED
 139746      J55                      FINISHED
 139746      J65                       STARTED
 139796      J65                      FINISHED
 139810      J122                      RELEASED
 139810      J122                       STARTED
 139832      J122                      FINISHED
 139920      J123                      RELEASED
 139920      J123                       STARTED
 139942      J123                      FINISHED
 140000      J26                      RELEASED
 140000      J26                       STARTED
 140000      J36                      RELEASED
 140000      J46                      RELEASED
 140000      J56                      RELEASED
 140000      J66                      RELEASED
 140030      J124                      RELEASED
 140030      J124                       STARTED
 140052      J124                      FINISHED
 140072      J26                      FINISHED
 140072      J36                       STARTED
 140122      J36                      FINISHED
 140122      J46                       STARTED
 140140      J125                      RELEASED
 140140      J125                       STARTED
 140162      J125                      FINISHED
 140194      J46                      FINISHED
 140194      J56                       STARTED
 140244      J56                      FINISHED
 140244      J66                       STARTED
 140250      J126                      RELEASED
 140250      J126                       STARTED
 140272      J126                      FINISHED
 140316      J66                      FINISHED
 140360      J127                      RELEASED
 140360      J127                       STARTED
 140382      J127                      FINISHED
 140470      J128                      RELEASED
 140470      J128                       STARTED
 140492      J128                      FINISHED
 140500      J37                      RELEASED
 140500      J27                      RELEASED
 140500      J27                       STARTED
 140500      J47                      RELEASED
 140500      J57                      RELEASED
 140500      J67                      RELEASED
 140550      J37                       STARTED
 140550      J27                      FINISHED
 140580      J129                      RELEASED
 140580      J129                       STARTED
 140602      J129                      FINISHED
 140622      J37                      FINISHED
 140622      J47                       STARTED
 140672      J47                      FINISHED
 140672      J57                       STARTED
 140690      J130                      RELEASED
 140690      J130                       STARTED
 140712      J130                      FINISHED
 140744      J57                      FINISHED
 140744      J67                       STARTED
 140794      J67                      FINISHED
 140800      J131                      RELEASED
 140800      J131                       STARTED
 140822      J131                      FINISHED
 140910      J132                      RELEASED
 140910      J132                       STARTED
 140932      J132                      FINISHED
 141000      J28                      RELEASED
 141000      J28                       STARTED
 141000      J38                      RELEASED
 141000      J48                      RELEASED
 141000      J58                      RELEASED
 141000      J68                      RELEASED
 141020      J133                      RELEASED
 141020      J133                       STARTED
 141042      J133                      FINISHED
 141072      J28                      FINISHED
 141072      J38                       STARTED
 141122      J38                      FINISHED
 141122      J48                       STARTED
 141130      J134                      RELEASED
 141130      J134                       STARTED
 141152      J134                      FINISHED
 141194      J48                      FINISHED
 141194      J58                       STARTED
 141240      J135                      RELEASED
 141240      J135                       STARTED
 141262      J135                      FINISHED
 141266      J58                      FINISHED
 141266      J68                       STARTED
 141316      J68                      FINISHED
 141350      J136                      RELEASED
 141350      J136                       STARTED
 141372      J136                      FINISHED
 141460      J137                      RELEASED
 141460      J137                       STARTED
 141482      J137                      FINISHED
 141500      J39                      RELEASED
 141500      J29                      RELEASED
 141500      J29                       STARTED
 141500      J49                      RELEASED
 141500      J59                      RELEASED
 141500      J69                      RELEASED
 141550      J39                       STARTED
 141550      J29                      FINISHED
 141570      J138                      RELEASED
 141570      J138                       STARTED
 141592      J138                      FINISHED
 141622      J39                      FINISHED
 141622      J49                       STARTED
 141672      J49                      FINISHED
 141672      J59                       STARTED
 141680      J139                      RELEASED
 141680      J139                       STARTED
 141702      J139                      FINISHED
 141744      J59                      FINISHED
 141744      J69                       STARTED
 141790      J140                      RELEASED
 141790      J140                       STARTED
 141812      J140                      FINISHED
 141816      J69                      FINISHED
 141900      J141                      RELEASED
 141900      J141                       STARTED
 141922      J141                      FINISHED
 142000      J210                      RELEASED
 142000      J310                      RELEASED
 142000      J210                       STARTED
 142000      J510                      RELEASED
 142000      J410                      RELEASED
 142000      J610                      RELEASED
 142010      J142                      RELEASED
 142010      J142                       STARTED
 142032      J142                      FINISHED
 142072      J210                      FINISHED
 142072      J310                       STARTED
 142120      J143                      RELEASED
 142120      J143                       STARTED
 142142      J143                      FINISHED
 142144      J310                      FINISHED
 142144      J410                       STARTED
 142194      J510                       STARTED
 142194      J410                      FINISHED
 142230      J144                      RELEASED
 142230      J144                       STARTED
 142252      J144                      FINISHED
 142266      J510                      FINISHED
 142266      J610                       STARTED
 142316      J610                      FINISHED
 142340      J145                      RELEASED
 142340      J145                       STARTED
 142362      J145                      FINISHED
 142450      J146                      RELEASED
 142450      J146                       STARTED
 142472      J146                      FINISHED
 142500      J311                      RELEASED
 142500      J211                      RELEASED
 142500      J211                       STARTED
 142500      J411                      RELEASED
 142500      J511                      RELEASED
 142500      J611                      RELEASED
 142550      J311                       STARTED
 142550      J211                      FINISHED
 142560      J147                      RELEASED
 142560      J147                       STARTED
 142582      J147                      FINISHED
 142622      J311                      FINISHED
 142622      J411                       STARTED
 142670      J148                      RELEASED
 142670      J148                       STARTED
 142692      J148                      FINISHED
 142694      J411                      FINISHED
 142694      J511                       STARTED
 142744      J511                      FINISHED
 142744      J611                       STARTED
 142780      J149                      RELEASED
 142780      J149                       STARTED
 142802      J149                      FINISHED
 142816      J611                      FINISHED
 142890      J150                      RELEASED
 142890      J150                       STARTED
 142912      J150                      FINISHED
 143000      J11                      RELEASED
 143000      J11                       STARTED
 143000      J31                      RELEASED
 143000      J21                      RELEASED
 143000      J41                      RELEASED
 143000      J51                      RELEASED
 143000      J61                      RELEASED
 143022      J11                      FINISHED
 143022      J21                       STARTED
 143072      J31                       STARTED
 143072      J21                      FINISHED
 143110      J12                      RELEASED
 143110      J12                       STARTED
 143132      J12                      FINISHED
 143144      J31                      FINISHED
 143144      J41                       STARTED
 143194      J41                      FINISHED
 143194      J51                       STARTED
 143220      J13                      RELEASED
 143220      J13                       STARTED
 143242      J13                      FINISHED
 143266      J51                      FINISHED
 143266      J61                       STARTED
 143316      J61                      FINISHED
 143330      J14                      RELEASED
 143330      J14                       STARTED
 143352      J14                      FINISHED
 143440      J15                      RELEASED
 143440      J15                       STARTED
 143462      J15                      FINISHED
 143500      J22                      RELEASED
 143500      J22                       STARTED
 143500      J32                      RELEASED
 143500      J42                      RELEASED
 143500      J62                      RELEASED
 143500      J52                      RELEASED
 143550      J22                      FINISHED
 143550      J16                      RELEASED
 143550      J16                       STARTED
 143572      J16                      FINISHED
 143572      J32                       STARTED
 143622      J32                      FINISHED
 143622      J42                       STARTED
 143660      J17                      RELEASED
 143660      J17                       STARTED
 143682      J17                      FINISHED
 143694      J42                      FINISHED
 143694      J52                       STARTED
 143744      J62                       STARTED
 143744      J52                      FINISHED
 143770      J18                      RELEASED
 143770      J18                       STARTED
 143792      J18                      FINISHED
 143816      J62                      FINISHED
 143880      J19                      RELEASED
 143880      J19                       STARTED
 143902      J19                      FINISHED
 143990      J110                      RELEASED
 143990      J110                       STARTED
 144000      J33                      RELEASED
 144000      J23                      RELEASED
 144000      J43                      RELEASED
 144000      J53                      RELEASED
 144000      J63                      RELEASED
 144012      J110                      FINISHED
 144012      J23                       STARTED
 144062      J33                       STARTED
 144062      J23                      FINISHED
 144100      J111                      RELEASED
 144100      J111                       STARTED
 144122      J111                      FINISHED
 144134      J33                      FINISHED
 144134      J43                       STARTED
 144184      J43                      FINISHED
 144184      J53                       STARTED
 144210      J112                      RELEASED
 144210      J112                       STARTED
 144232      J112                      FINISHED
 144256      J53                      FINISHED
 144256      J63                       STARTED
 144306      J63                      FINISHED
 144320      J113                      RELEASED
 144320      J113                       STARTED
 144342      J113                      FINISHED
 144430      J114                      RELEASED
 144430      J114                       STARTED
 144452      J114                      FINISHED
 144500      J24                      RELEASED
 144500      J24                       STARTED
 144500      J34                      RELEASED
 144500      J44                      RELEASED
 144500      J64                      RELEASED
 144500      J54                      RELEASED
 144540      J115                      RELEASED
 144540      J115                       STARTED
 144562      J115                      FINISHED
 144572      J24                      FINISHED
 144572      J34                       STARTED
 144622      J34                      FINISHED
 144622      J44                       STARTED
 144650      J116                      RELEASED
 144650      J116                       STARTED
 144672      J116                      FINISHED
 144694      J44                      FINISHED
 144694      J54                       STARTED
 144744      J64                       STARTED
 144744      J54                      FINISHED
 144760      J117                      RELEASED
 144760      J117                       STARTED
 144782      J117                      FINISHED
 144816      J64                      FINISHED
 144870      J118                      RELEASED
 144870      J118                       STARTED
 144892      J118                      FINISHED
 144980      J119                      RELEASED
 144980      J119                       STARTED
 145000      J35                      RELEASED
 145000      J25                      RELEASED
 145000      J45                      RELEASED
 145000      J55                      RELEASED
 145000      J65                      RELEASED
 145002      J119                      FINISHED
 145002      J25                       STARTED
 145052      J35                       STARTED
 145052      J25                      FINISHED
 145090      J120                      RELEASED
 145090      J120                       STARTED
 145112      J120                      FINISHED
 145124      J35                      FINISHED
 145124      J45                       STARTED
 145174      J45                      FINISHED
 145174      J55                       STARTED
 145200      J121                      RELEASED
 145200      J121                       STARTED
 145222      J121                      FINISHED
 145246      J55                      FINISHED
 145246      J65                       STARTED
 145296      J65                      FINISHED
 145310      J122                      RELEASED
 145310      J122                       STARTED
 145332      J122                      FINISHED
 145420      J123                      RELEASED
 145420      J123                       STARTED
 145442      J123                      FINISHED
 145500      J26                      RELEASED
 145500      J26                       STARTED
 145500      J36                      RELEASED
 145500      J46                      RELEASED
 145500      J56                      RELEASED
 145500      J66                      RELEASED
 145530      J124                      RELEASED
 145530      J124                       STARTED
 145552      J124                      FINISHED
 145572      J26                      FINISHED
 145572      J36                       STARTED
 145622      J36                      FINISHED
 145622      J46                       STARTED
 145640      J125                      RELEASED
 145640      J125                       STARTED
 145662      J125                      FINISHED
 145694      J46                      FINISHED
 145694      J56                       STARTED
 145744      J56                      FINISHED
 145744      J66                       STARTED
 145750      J126                      RELEASED
 145750      J126                       STARTED
 145772      J126                      FINISHED
 145816      J66                      FINISHED
 145860      J127                      RELEASED
 145860      J127                       STARTED
 145882      J127                      FINISHED
 145970      J128                      RELEASED
 145970      J128                       STARTED
 145992      J128                      FINISHED
 146000      J37                      RELEASED
 146000      J27                      RELEASED
 146000      J27                       STARTED
 146000      J47                      RELEASED
 146000      J57                      RELEASED
 146000      J67                      RELEASED
 146050      J37                       STARTED
 146050      J27                      FINISHED
 146080      J129                      RELEASED
 146080      J129                       STARTED
 146102      J129                      FINISHED
 146122      J37                      FINISHED
 146122      J47                       STARTED
 146172      J47                      FINISHED
 146172      J57                       STARTED
 146190      J130                      RELEASED
 146190      J130                       STARTED
 146212      J130                      FINISHED
 146244      J57                      FINISHED
 146244      J67                       STARTED
 146294      J67                      FINISHED
 146300      J131                      RELEASED
 146300      J131                       STARTED
 146322      J131                      FINISHED
 146410      J132                      RELEASED
 146410      J132                       STARTED
 146432      J132                      FINISHED
 146500      J28                      RELEASED
 146500      J28                       STARTED
 146500      J38                      RELEASED
 146500      J48                      RELEASED
 146500      J58                      RELEASED
 146500      J68                      RELEASED
 146520      J133                      RELEASED
 146520      J133                       STARTED
 146542      J133                      FINISHED
 146572      J28                      FINISHED
 146572      J38                       STARTED
 146622      J38                      FINISHED
 146622      J48                       STARTED
 146630      J134                      RELEASED
 146630      J134                       STARTED
 146652      J134                      FINISHED
 146694      J48                      FINISHED
 146694      J58                       STARTED
 146740      J135                      RELEASED
 146740      J135                       STARTED
 146762      J135                      FINISHED
 146766      J58                      FINISHED
 146766      J68                       STARTED
 146816      J68                      FINISHED
 146850      J136                      RELEASED
 146850      J136                       STARTED
 146872      J136                      FINISHED
 146960      J137                      RELEASED
 146960      J137                       STARTED
 146982      J137                      FINISHED
 147000      J39                      RELEASED
 147000      J29                      RELEASED
 147000      J29                       STARTED
 147000      J49                      RELEASED
 147000      J59                      RELEASED
 147000      J69                      RELEASED
 147050      J39                       STARTED
 147050      J29                      FINISHED
 147070      J138                      RELEASED
 147070      J138                       STARTED
 147092      J138                      FINISHED
 147122      J39                      FINISHED
 147122      J49                       STARTED
 147172      J49                      FINISHED
 147172      J59                       STARTED
 147180      J139                      RELEASED
 147180      J139                       STARTED
 147202      J139                      FINISHED
 147244      J59                      FINISHED
 147244      J69                       STARTED
 147290      J140                      RELEASED
 147290      J140                       STARTED
 147312      J140                      FINISHED
 147316      J69                      FINISHED
 147400      J141                      RELEASED
 147400      J141                       STARTED
 147422      J141                      FINISHED
 147500      J210                      RELEASED
 147500      J210                       STARTED
 147500      J310                      RELEASED
 147500      J510                      RELEASED
 147500      J410                      RELEASED
 147500      J610                      RELEASED
 147510      J142                      RELEASED
 147510      J142                       STARTED
 147532      J142                      FINISHED
 147572      J210                      FINISHED
 147572      J310                       STARTED
 147620      J143                      RELEASED
 147620      J143                       STARTED
 147642      J143                      FINISHED
 147644      J310                      FINISHED
 147644      J410                       STARTED
 147694      J510                       STARTED
 147694      J410                      FINISHED
 147730      J144                      RELEASED
 147730      J144                       STARTED
 147752      J144                      FINISHED
 147766      J510                      FINISHED
 147766      J610                       STARTED
 147816      J610                      FINISHED
 147840      J145                      RELEASED
 147840      J145                       STARTED
 147862      J145                      FINISHED
 147950      J146                      RELEASED
 147950      J146                       STARTED
 147972      J146                      FINISHED
 148000      J311                      RELEASED
 148000      J211                      RELEASED
 148000      J211                       STARTED
 148000      J411                      RELEASED
 148000      J511                      RELEASED
 148000      J611                      RELEASED
 148050      J311                       STARTED
 148050      J211                      FINISHED
 148060      J147                      RELEASED
 148060      J147                       STARTED
 148082      J147                      FINISHED
 148122      J311                      FINISHED
 148122      J411                       STARTED
 148170      J148                      RELEASED
 148170      J148                       STARTED
 148192      J148                      FINISHED
 148194      J411                      FINISHED
 148194      J511                       STARTED
 148244      J511                      FINISHED
 148244      J611                       STARTED
 148280      J149                      RELEASED
 148280      J149                       STARTED
 148302      J149                      FINISHED
 148316      J611                      FINISHED
 148390      J150                      RELEASED
 148390      J150                       STARTED
 148412      J150                      FINISHED
 148500      J11                      RELEASED
 148500      J11                       STARTED
 148500      J31                      RELEASED
 148500      J21                      RELEASED
 148500      J41                      RELEASED
 148500      J51                      RELEASED
 148500      J61                      RELEASED
 148522      J11                      FINISHED
 148522      J21                       STARTED
 148572      J31                       STARTED
 148572      J21                      FINISHED
 148610      J12                      RELEASED
 148610      J12                       STARTED
 148632      J12                      FINISHED
 148644      J31                      FINISHED
 148644      J41                       STARTED
 148694      J41                      FINISHED
 148694      J51                       STARTED
 148720      J13                      RELEASED
 148720      J13                       STARTED
 148742      J13                      FINISHED
 148766      J51                      FINISHED
 148766      J61                       STARTED
 148816      J61                      FINISHED
 148830      J14                      RELEASED
 148830      J14                       STARTED
 148852      J14                      FINISHED
 148940      J15                      RELEASED
 148940      J15                       STARTED
 148962      J15                      FINISHED
 149000      J22                      RELEASED
 149000      J22                       STARTED
 149000      J32                      RELEASED
 149000      J42                      RELEASED
 149000      J62                      RELEASED
 149000      J52                      RELEASED
 149050      J22                      FINISHED
 149050      J16                      RELEASED
 149050      J16                       STARTED
 149072      J16                      FINISHED
 149072      J32                       STARTED
 149122      J32                      FINISHED
 149122      J42                       STARTED
 149160      J17                      RELEASED
 149160      J17                       STARTED
 149182      J17                      FINISHED
 149194      J42                      FINISHED
 149194      J52                       STARTED
 149244      J62                       STARTED
 149244      J52                      FINISHED
 149270      J18                      RELEASED
 149270      J18                       STARTED
 149292      J18                      FINISHED
 149316      J62                      FINISHED
 149380      J19                      RELEASED
 149380      J19                       STARTED
 149402      J19                      FINISHED
 149490      J110                      RELEASED
 149490      J110                       STARTED
 149500      J33                      RELEASED
 149500      J23                      RELEASED
 149500      J43                      RELEASED
 149500      J53                      RELEASED
 149500      J63                      RELEASED
 149512      J110                      FINISHED
 149512      J23                       STARTED
 149562      J23                      FINISHED
 149562      J33                       STARTED
 149600      J111                      RELEASED
 149600      J111                       STARTED
 149622      J111                      FINISHED
 149634      J33                      FINISHED
 149634      J43                       STARTED
 149684      J43                      FINISHED
 149684      J53                       STARTED
 149710      J112                      RELEASED
 149710      J112                       STARTED
 149732      J112                      FINISHED
 149756      J53                      FINISHED
 149756      J63                       STARTED
 149806      J63                      FINISHED
 149820      J113                      RELEASED
 149820      J113                       STARTED
 149842      J113                      FINISHED
 149930      J114                      RELEASED
 149930      J114                       STARTED
 149952      J114                      FINISHED
 150000      J24                      RELEASED
 150000      J24                       STARTED
 150000      J34                      RELEASED
 150000      J44                      RELEASED
 150000      J64                      RELEASED
 150000      J54                      RELEASED
 150040      J115                      RELEASED
 150040      J115                       STARTED
 150062      J115                      FINISHED
 150072      J24                      FINISHED
 150072      J34                       STARTED
 150122      J34                      FINISHED
 150122      J44                       STARTED
 150150      J116                      RELEASED
 150150      J116                       STARTED
 150172      J116                      FINISHED
 150194      J44                      FINISHED
 150194      J54                       STARTED
 150244      J64                       STARTED
 150244      J54                      FINISHED
 150260      J117                      RELEASED
 150260      J117                       STARTED
 150282      J117                      FINISHED
 150316      J64                      FINISHED
 150370      J118                      RELEASED
 150370      J118                       STARTED
 150392      J118                      FINISHED
 150480      J119                      RELEASED
 150480      J119                       STARTED
 150500      J35                      RELEASED
 150500      J25                      RELEASED
 150500      J45                      RELEASED
 150500      J55                      RELEASED
 150500      J65                      RELEASED
 150502      J119                      FINISHED
 150502      J25                       STARTED
 150552      J35                       STARTED
 150552      J25                      FINISHED
 150590      J120                      RELEASED
 150590      J120                       STARTED
 150612      J120                      FINISHED
 150624      J35                      FINISHED
 150624      J45                       STARTED
 150674      J45                      FINISHED
 150674      J55                       STARTED
 150700      J121                      RELEASED
 150700      J121                       STARTED
 150722      J121                      FINISHED
 150746      J55                      FINISHED
 150746      J65                       STARTED
 150796      J65                      FINISHED
 150810      J122                      RELEASED
 150810      J122                       STARTED
 150832      J122                      FINISHED
 150920      J123                      RELEASED
 150920      J123                       STARTED
 150942      J123                      FINISHED
 151000      J26                      RELEASED
 151000      J26                       STARTED
 151000      J36                      RELEASED
 151000      J46                      RELEASED
 151000      J56                      RELEASED
 151000      J66                      RELEASED
 151030      J124                      RELEASED
 151030      J124                       STARTED
 151052      J124                      FINISHED
 151072      J26                      FINISHED
 151072      J36                       STARTED
 151122      J36                      FINISHED
 151122      J46                       STARTED
 151140      J125                      RELEASED
 151140      J125                       STARTED
 151162      J125                      FINISHED
 151194      J46                      FINISHED
 151194      J56                       STARTED
 151244      J56                      FINISHED
 151244      J66                       STARTED
 151250      J126                      RELEASED
 151250      J126                       STARTED
 151272      J126                      FINISHED
 151316      J66                      FINISHED
 151360      J127                      RELEASED
 151360      J127                       STARTED
 151382      J127                      FINISHED
 151470      J128                      RELEASED
 151470      J128                       STARTED
 151492      J128                      FINISHED
 151500      J37                      RELEASED
 151500      J27                      RELEASED
 151500      J27                       STARTED
 151500      J47                      RELEASED
 151500      J57                      RELEASED
 151500      J67                      RELEASED
 151550      J37                       STARTED
 151550      J27                      FINISHED
