ECU0: LK, ECU1: CC
117870, ECU0: LK, 0
117870, ECU1: CC, 0
117880, ECU0: LK, 1
117880, ECU1: CC, 1
117890, ECU0: LK, 0
117890, ECU1: CC, 0
117900, ECU0: LK, 1
117900, ECU1: CC, 1
117910, ECU0: LK, 0
117910, ECU1: CC, 0
117920, ECU0: LK, 1
117920, ECU1: CC, 1
117930, ECU0: LK, 0
117930, ECU1: CC, 0
117940, ECU0: LK, 1
117940, ECU1: CC, 1
117950, ECU0: LK, 0
117950, ECU1: CC, 0
117960, ECU0: LK, 1
117960, ECU1: CC, 1
117970, ECU0: LK, 0
117970, ECU1: CC, 0
117980, ECU0: LK, 1
117980, ECU1: CC, 1
117990, ECU0: LK, 0
117990, ECU1: CC, 0
118000, ECU0: LK, 1
118000, ECU1: CC, 1
118010, ECU0: LK, 0
118010, ECU1: CC, 0
118020, ECU0: LK, 1
118020, ECU1: CC, 1
118030, ECU0: LK, 0
118030, ECU1: CC, 0
118040, ECU0: LK, 1
118040, ECU1: CC, 1
118050, ECU0: LK, 0
118050, ECU1: CC, 0
118060, ECU0: LK, 1
118060, ECU1: CC, 1
118070, ECU0: LK, 0
118070, ECU1: CC, 0
118080, ECU0: LK, 1
118080, ECU1: CC, 1
118090, ECU0: LK, 0
118090, ECU1: CC, 0
118100, ECU0: LK, 1
118100, ECU1: CC, 1
118110, ECU0: LK, 0
118110, ECU1: CC, 0
118120, ECU0: LK, 1
118120, ECU1: CC, 1
118130, ECU0: LK, 0
118130, ECU1: CC, 0
118140, ECU0: LK, 1
118140, ECU1: CC, 1
118150, ECU0: LK, 0
118150, ECU1: CC, 0
118160, ECU0: LK, 1
118160, ECU1: CC, 1
118170, ECU0: LK, 0
118170, ECU1: CC, 0
118180, ECU0: LK, 1
118180, ECU1: CC, 1
118190, ECU0: LK, 0
118190, ECU1: CC, 0
118200, ECU0: LK, 1
118200, ECU1: CC, 1
118210, ECU0: LK, 0
118210, ECU1: CC, 0
118220, ECU0: LK, 1
118220, ECU1: CC, 1
118230, ECU0: LK, 0
118230, ECU1: CC, 0
118240, ECU0: LK, 1
118240, ECU1: CC, 1
118250, ECU0: LK, 0
118250, ECU1: CC, 0
118260, ECU0: LK, 1
118260, ECU1: CC, 1
118270, ECU0: LK, 0
118270, ECU1: CC, 0
118280, ECU0: LK, 1
118280, ECU1: CC, 1
118290, ECU0: LK, 0
118290, ECU1: CC, 0
118300, ECU0: LK, 1
118300, ECU1: CC, 1
118310, ECU0: LK, 0
118310, ECU1: CC, 0
118320, ECU0: LK, 1
118320, ECU1: CC, 1
118330, ECU0: LK, 0
118330, ECU1: CC, 0
118340, ECU0: LK, 1
118340, ECU1: CC, 1
118350, ECU0: LK, 0
118350, ECU1: CC, 0
118360, ECU0: LK, 1
118360, ECU1: CC, 1
118370, ECU0: LK, 0
118370, ECU1: CC, 0
118380, ECU0: LK, 1
118380, ECU1: CC, 1
118390, ECU0: LK, 0
118390, ECU1: CC, 0
118400, ECU0: LK, 1
118400, ECU1: CC, 1
118410, ECU0: LK, 0
118410, ECU1: CC, 0
118420, ECU0: LK, 1
118420, ECU1: CC, 1
118430, ECU0: LK, 0
118430, ECU1: CC, 0
118440, ECU0: LK, 1
118440, ECU1: CC, 1
118450, ECU0: LK, 0
118450, ECU1: CC, 0
118460, ECU0: LK, 1
118460, ECU1: CC, 1
118470, ECU0: LK, 0
118470, ECU1: CC, 0
118480, ECU0: LK, 1
118480, ECU1: CC, 1
118490, ECU0: LK, 0
118490, ECU1: CC, 0
118500, ECU0: LK, 1
118500, ECU1: CC, 1
118510, ECU0: LK, 0
118510, ECU1: CC, 0
118520, ECU0: LK, 1
118520, ECU1: CC, 1
118530, ECU0: LK, 0
118530, ECU1: CC, 0
118540, ECU0: LK, 1
118540, ECU1: CC, 1
118550, ECU0: LK, 0
118550, ECU1: CC, 0
118560, ECU0: LK, 1
118570, ECU0: LK, 0
118580, ECU0: LK, 1
118580, ECU1: CC, 1
118590, ECU0: LK, 0
118590, ECU1: CC, 0
118600, ECU0: LK, 1
118600, ECU1: CC, 1
118610, ECU0: LK, 0
118610, ECU1: CC, 0
118620, ECU0: LK, 1
118620, ECU1: CC, 1
118630, ECU0: LK, 0
118630, ECU1: CC, 0
118640, ECU0: LK, 1
118640, ECU1: CC, 1
118650, ECU0: LK, 0
118650, ECU1: CC, 0
118660, ECU0: LK, 1
118660, ECU1: CC, 1
118670, ECU0: LK, 0
118670, ECU1: CC, 0
118680, ECU0: LK, 1
118680, ECU1: CC, 1
118690, ECU0: LK, 0
118690, ECU1: CC, 0
118700, ECU0: LK, 1
118700, ECU1: CC, 1
118710, ECU0: LK, 0
118710, ECU1: CC, 0
118720, ECU0: LK, 1
118720, ECU1: CC, 1
118730, ECU0: LK, 0
118730, ECU1: CC, 0
118740, ECU0: LK, 1
118740, ECU1: CC, 1
118750, ECU0: LK, 0
118750, ECU1: CC, 0
118760, ECU0: LK, 1
118760, ECU1: CC, 1
118770, ECU0: LK, 0
118770, ECU1: CC, 0
118780, ECU0: LK, 1
118780, ECU1: CC, 1
118790, ECU0: LK, 0
118790, ECU1: CC, 0
118800, ECU0: LK, 1
118800, ECU1: CC, 1
118810, ECU0: LK, 0
118810, ECU1: CC, 0
118820, ECU0: LK, 1
118820, ECU1: CC, 1
118830, ECU0: LK, 0
118830, ECU1: CC, 0
118840, ECU0: LK, 1
118840, ECU1: CC, 1
118850, ECU0: LK, 0
118850, ECU1: CC, 0
118860, ECU0: LK, 1
118860, ECU1: CC, 1
118870, ECU0: LK, 0
118870, ECU1: CC, 0
118880, ECU0: LK, 1
118880, ECU1: CC, 1
118890, ECU0: LK, 0
118890, ECU1: CC, 0
118900, ECU0: LK, 1
118900, ECU1: CC, 1
118910, ECU0: LK, 0
118910, ECU1: CC, 0
118920, ECU0: LK, 1
118920, ECU1: CC, 1
118930, ECU0: LK, 0
118930, ECU1: CC, 0
118940, ECU0: LK, 1
118940, ECU1: CC, 1
118950, ECU0: LK, 0
118950, ECU1: CC, 0
118960, ECU0: LK, 1
118960, ECU1: CC, 1
118970, ECU0: LK, 0
118970, ECU1: CC, 0
118980, ECU0: LK, 1
118980, ECU1: CC, 1
118990, ECU0: LK, 0
118990, ECU1: CC, 0
119000, ECU0: LK, 1
119000, ECU1: CC, 1
119010, ECU0: LK, 0
119010, ECU1: CC, 0
119020, ECU0: LK, 1
119020, ECU1: CC, 1
119030, ECU0: LK, 0
119030, ECU1: CC, 0
119040, ECU0: LK, 1
119040, ECU1: CC, 1
119050, ECU0: LK, 0
119050, ECU1: CC, 0
119060, ECU0: LK, 1
119060, ECU1: CC, 1
119070, ECU0: LK, 0
119070, ECU1: CC, 0
119080, ECU0: LK, 1
119080, ECU1: CC, 1
119090, ECU0: LK, 0
119090, ECU1: CC, 0
119100, ECU0: LK, 1
119100, ECU1: CC, 1
119110, ECU0: LK, 0
119110, ECU1: CC, 0
119120, ECU0: LK, 1
119120, ECU1: CC, 1
119130, ECU0: LK, 0
119130, ECU1: CC, 0
119140, ECU0: LK, 1
119150, ECU0: LK, 0
119160, ECU0: LK, 1
119160, ECU1: CC, 1
119170, ECU0: LK, 0
119170, ECU1: CC, 0
119180, ECU0: LK, 1
119180, ECU1: CC, 1
119190, ECU0: LK, 0
119190, ECU1: CC, 0
119200, ECU0: LK, 1
119200, ECU1: CC, 1
119210, ECU0: LK, 0
119210, ECU1: CC, 0
119220, ECU0: LK, 1
119220, ECU1: CC, 1
119230, ECU0: LK, 0
119230, ECU1: CC, 0
119240, ECU0: LK, 1
119240, ECU1: CC, 1
119250, ECU0: LK, 0
119250, ECU1: CC, 0
119260, ECU0: LK, 1
119260, ECU1: CC, 1
119270, ECU0: LK, 0
119270, ECU1: CC, 0
119280, ECU0: LK, 1
119280, ECU1: CC, 1
119290, ECU0: LK, 0
119290, ECU1: CC, 0
119300, ECU0: LK, 1
119300, ECU1: CC, 1
119310, ECU0: LK, 0
119310, ECU1: CC, 0
119320, ECU0: LK, 1
119320, ECU1: CC, 1
119330, ECU0: LK, 0
119330, ECU1: CC, 0
119340, ECU0: LK, 1
119340, ECU1: CC, 1
119350, ECU0: LK, 0
119350, ECU1: CC, 0
119360, ECU0: LK, 1
119360, ECU1: CC, 1
119370, ECU0: LK, 0
119370, ECU1: CC, 0
119380, ECU0: LK, 1
119380, ECU1: CC, 1
119390, ECU0: LK, 0
119390, ECU1: CC, 0
119400, ECU0: LK, 1
119400, ECU1: CC, 1
119410, ECU0: LK, 0
119410, ECU1: CC, 0
119420, ECU0: LK, 1
119420, ECU1: CC, 1
119430, ECU0: LK, 0
119430, ECU1: CC, 0
119440, ECU0: LK, 1
119440, ECU1: CC, 1
119450, ECU0: LK, 0
119450, ECU1: CC, 0
119460, ECU0: LK, 1
119460, ECU1: CC, 1
119470, ECU0: LK, 0
119470, ECU1: CC, 0
119480, ECU0: LK, 1
119480, ECU1: CC, 1
119490, ECU0: LK, 0
119490, ECU1: CC, 0
119500, ECU0: LK, 1
119500, ECU1: CC, 1
119510, ECU0: LK, 0
119510, ECU1: CC, 0
119520, ECU0: LK, 1
119520, ECU1: CC, 1
119530, ECU0: LK, 0
119530, ECU1: CC, 0
119540, ECU0: LK, 1
119540, ECU1: CC, 1
119550, ECU0: LK, 0
119550, ECU1: CC, 0
119560, ECU0: LK, 1
119560, ECU1: CC, 1
119570, ECU0: LK, 0
119570, ECU1: CC, 0
119580, ECU0: LK, 1
119580, ECU1: CC, 1
119590, ECU0: LK, 0
119590, ECU1: CC, 0
119600, ECU0: LK, 1
119600, ECU1: CC, 1
119610, ECU0: LK, 0
119610, ECU1: CC, 0
119620, ECU0: LK, 1
119620, ECU1: CC, 1
119630, ECU0: LK, 0
119630, ECU1: CC, 0
119640, ECU0: LK, 1
119640, ECU1: CC, 1
119650, ECU0: LK, 0
119650, ECU1: CC, 0
119660, ECU0: LK, 1
119660, ECU1: CC, 1
119670, ECU0: LK, 0
119670, ECU1: CC, 0
119680, ECU0: LK, 1
119680, ECU1: CC, 1
119690, ECU0: LK, 0
119690, ECU1: CC, 0
119700, ECU0: LK, 1
119700, ECU1: CC, 1
119710, ECU0: LK, 0
119710, ECU1: CC, 0
119720, ECU0: LK, 1
119720, ECU1: CC, 1
119730, ECU0: LK, 0
119730, ECU1: CC, 0
119740, ECU0: LK, 1
119740, ECU1: CC, 1
119750, ECU0: LK, 0
119750, ECU1: CC, 0
119760, ECU0: LK, 1
119760, ECU1: CC, 1
119770, ECU0: LK, 0
119770, ECU1: CC, 0
119780, ECU0: LK, 1
119780, ECU1: CC, 1
119790, ECU0: LK, 0
119790, ECU1: CC, 0
119800, ECU0: LK, 1
119800, ECU1: CC, 1
119810, ECU0: LK, 0
119810, ECU1: CC, 0
119820, ECU0: LK, 1
119820, ECU1: CC, 1
119830, ECU0: LK, 0
119830, ECU1: CC, 0
119840, ECU0: LK, 1
119840, ECU1: CC, 1
119850, ECU0: LK, 0
119850, ECU1: CC, 0
119860, ECU0: LK, 1
119860, ECU1: CC, 1
119870, ECU0: LK, 0
119870, ECU1: CC, 0
119880, ECU0: LK, 1
119880, ECU1: CC, 1
119890, ECU0: LK, 0
119890, ECU1: CC, 0
119900, ECU0: LK, 1
119900, ECU1: CC, 1
119910, ECU0: LK, 0
119910, ECU1: CC, 0
119920, ECU0: LK, 1
119920, ECU1: CC, 1
119930, ECU0: LK, 0
119930, ECU1: CC, 0
119940, ECU0: LK, 1
119940, ECU1: CC, 1
119950, ECU0: LK, 0
119950, ECU1: CC, 0
119960, ECU0: LK, 1
119960, ECU1: CC, 1
119970, ECU0: LK, 0
119970, ECU1: CC, 0
119980, ECU0: LK, 1
119980, ECU1: CC, 1
119990, ECU0: LK, 0
119990, ECU1: CC, 0
120000, ECU0: LK, 1
120000, ECU1: CC, 1
120010, ECU0: LK, 0
120010, ECU1: CC, 0
120020, ECU0: LK, 1
120020, ECU1: CC, 1
120030, ECU0: LK, 0
120030, ECU1: CC, 0
120040, ECU0: LK, 1
120040, ECU1: CC, 1
120050, ECU0: LK, 0
120050, ECU1: CC, 0
120060, ECU0: LK, 1
120060, ECU1: CC, 1
120070, ECU0: LK, 0
120070, ECU1: CC, 0
120080, ECU0: LK, 1
120080, ECU1: CC, 1
120090, ECU0: LK, 0
120090, ECU1: CC, 0
120100, ECU0: LK, 1
120100, ECU1: CC, 1
120110, ECU0: LK, 0
120110, ECU1: CC, 0
120120, ECU0: LK, 1
120120, ECU1: CC, 1
120130, ECU0: LK, 0
120130, ECU1: CC, 0
120140, ECU0: LK, 1
120140, ECU1: CC, 1
120150, ECU0: LK, 0
120150, ECU1: CC, 0
120160, ECU0: LK, 1
120160, ECU1: CC, 1
120170, ECU0: LK, 0
120170, ECU1: CC, 0
120180, ECU0: LK, 1
120180, ECU1: CC, 1
120190, ECU0: LK, 0
120190, ECU1: CC, 0
120200, ECU0: LK, 1
120200, ECU1: CC, 1
120210, ECU0: LK, 0
120210, ECU1: CC, 0
120220, ECU0: LK, 1
120220, ECU1: CC, 1
120230, ECU0: LK, 0
120230, ECU1: CC, 0
120240, ECU0: LK, 1
120240, ECU1: CC, 1
120250, ECU0: LK, 0
120250, ECU1: CC, 0
120260, ECU0: LK, 1
120260, ECU1: CC, 1
120270, ECU0: LK, 0
120270, ECU1: CC, 0
120280, ECU0: LK, 1
120280, ECU1: CC, 1
120290, ECU0: LK, 0
120290, ECU1: CC, 0
120300, ECU0: LK, 1
120300, ECU1: CC, 1
120310, ECU0: LK, 0
120310, ECU1: CC, 0
120320, ECU0: LK, 1
120320, ECU1: CC, 1
120330, ECU0: LK, 0
120330, ECU1: CC, 0
120340, ECU0: LK, 1
120340, ECU1: CC, 1
120350, ECU0: LK, 0
120350, ECU1: CC, 0
120360, ECU0: LK, 1
120360, ECU1: CC, 1
120370, ECU0: LK, 0
120370, ECU1: CC, 0
120380, ECU0: LK, 1
120380, ECU1: CC, 1
120390, ECU0: LK, 0
120390, ECU1: CC, 0
120400, ECU0: LK, 1
120400, ECU1: CC, 1
120410, ECU0: LK, 0
120410, ECU1: CC, 0
120420, ECU0: LK, 1
120420, ECU1: CC, 1
120430, ECU0: LK, 0
120430, ECU1: CC, 0
120440, ECU0: LK, 1
120440, ECU1: CC, 1
120450, ECU0: LK, 0
120450, ECU1: CC, 0
120460, ECU0: LK, 1
120460, ECU1: CC, 1
120470, ECU0: LK, 0
120470, ECU1: CC, 0
120480, ECU0: LK, 1
120480, ECU1: CC, 1
120490, ECU0: LK, 0
120490, ECU1: CC, 0
120500, ECU0: LK, 1
120500, ECU1: CC, 1
120510, ECU0: LK, 0
120510, ECU1: CC, 0
120520, ECU0: LK, 1
120520, ECU1: CC, 1
120530, ECU0: LK, 0
120530, ECU1: CC, 0
120540, ECU0: LK, 1
120540, ECU1: CC, 1
120550, ECU0: LK, 0
120550, ECU1: CC, 0
120560, ECU0: LK, 1
120560, ECU1: CC, 1
120570, ECU0: LK, 0
120570, ECU1: CC, 0
120580, ECU0: LK, 1
120580, ECU1: CC, 1
120590, ECU0: LK, 0
120590, ECU1: CC, 0
120600, ECU0: LK, 1
120600, ECU1: CC, 1
120610, ECU0: LK, 0
120610, ECU1: CC, 0
120620, ECU0: LK, 1
120620, ECU1: CC, 1
120630, ECU0: LK, 0
120630, ECU1: CC, 0
120640, ECU0: LK, 1
120640, ECU1: CC, 1
120650, ECU0: LK, 0
120650, ECU1: CC, 0
120660, ECU0: LK, 1
120660, ECU1: CC, 1
120670, ECU0: LK, 0
120670, ECU1: CC, 0
120680, ECU0: LK, 1
120680, ECU1: CC, 1
120690, ECU0: LK, 0
120690, ECU1: CC, 0
120700, ECU0: LK, 1
120700, ECU1: CC, 1
120710, ECU0: LK, 0
120710, ECU1: CC, 0
120720, ECU0: LK, 1
120720, ECU1: CC, 1
120730, ECU0: LK, 0
120730, ECU1: CC, 0
120740, ECU0: LK, 1
120740, ECU1: CC, 1
120750, ECU0: LK, 0
120750, ECU1: CC, 0
120760, ECU0: LK, 1
120760, ECU1: CC, 1
120770, ECU0: LK, 0
120770, ECU1: CC, 0
120780, ECU0: LK, 1
120780, ECU1: CC, 1
120790, ECU0: LK, 0
120790, ECU1: CC, 0
120800, ECU0: LK, 1
120800, ECU1: CC, 1
120810, ECU0: LK, 0
120810, ECU1: CC, 0
120820, ECU0: LK, 1
120820, ECU1: CC, 1
120830, ECU0: LK, 0
120830, ECU1: CC, 0
120840, ECU0: LK, 1
120840, ECU1: CC, 1
120850, ECU0: LK, 0
120850, ECU1: CC, 0
120860, ECU0: LK, 1
120860, ECU1: CC, 1
120870, ECU0: LK, 0
120870, ECU1: CC, 0
120880, ECU0: LK, 1
120880, ECU1: CC, 1
120890, ECU0: LK, 0
120890, ECU1: CC, 0
120900, ECU0: LK, 1
120900, ECU1: CC, 1
120910, ECU0: LK, 0
120910, ECU1: CC, 0
120920, ECU0: LK, 1
120920, ECU1: CC, 1
120930, ECU0: LK, 0
120930, ECU1: CC, 0
120940, ECU0: LK, 1
120940, ECU1: CC, 1
120950, ECU0: LK, 0
120950, ECU1: CC, 0
120960, ECU0: LK, 1
120960, ECU1: CC, 1
120970, ECU0: LK, 0
120970, ECU1: CC, 0
120980, ECU0: LK, 1
120980, ECU1: CC, 1
120990, ECU0: LK, 0
120990, ECU1: CC, 0
121000, ECU0: LK, 1
121000, ECU1: CC, 1
121010, ECU0: LK, 0
121010, ECU1: CC, 0
121020, ECU0: LK, 1
121020, ECU1: CC, 1
121030, ECU0: LK, 0
121030, ECU1: CC, 0
121040, ECU0: LK, 1
121040, ECU1: CC, 1
121050, ECU0: LK, 0
121050, ECU1: CC, 0
121060, ECU0: LK, 1
121060, ECU1: CC, 1
121070, ECU0: LK, 0
121070, ECU1: CC, 0
121080, ECU0: LK, 1
121080, ECU1: CC, 1
121090, ECU0: LK, 0
121090, ECU1: CC, 0
121100, ECU0: LK, 1
121100, ECU1: CC, 1
121110, ECU0: LK, 0
121110, ECU1: CC, 0
121120, ECU0: LK, 1
121120, ECU1: CC, 1
121130, ECU0: LK, 0
121130, ECU1: CC, 0
121140, ECU0: LK, 1
121140, ECU1: CC, 1
121150, ECU0: LK, 0
121150, ECU1: CC, 0
121160, ECU0: LK, 1
121160, ECU1: CC, 1
121170, ECU0: LK, 0
121170, ECU1: CC, 0
121180, ECU0: LK, 1
121180, ECU1: CC, 1
121190, ECU0: LK, 0
121190, ECU1: CC, 0
121200, ECU0: LK, 1
121200, ECU1: CC, 1
121210, ECU0: LK, 0
121210, ECU1: CC, 0
121220, ECU0: LK, 1
121220, ECU1: CC, 1
121230, ECU0: LK, 0
121230, ECU1: CC, 0
121240, ECU0: LK, 1
121240, ECU1: CC, 1
121250, ECU0: LK, 0
121250, ECU1: CC, 0
121260, ECU0: LK, 1
121260, ECU1: CC, 1
121270, ECU0: LK, 0
121270, ECU1: CC, 0
121280, ECU0: LK, 1
121280, ECU1: CC, 1
121290, ECU0: LK, 0
121290, ECU1: CC, 0
121300, ECU0: LK, 1
121300, ECU1: CC, 1
121310, ECU0: LK, 0
121310, ECU1: CC, 0
121320, ECU0: LK, 1
121320, ECU1: CC, 1
121330, ECU0: LK, 0
121330, ECU1: CC, 0
121340, ECU0: LK, 1
121340, ECU1: CC, 1
121350, ECU0: LK, 0
121350, ECU1: CC, 0
121360, ECU0: LK, 1
121360, ECU1: CC, 1
121370, ECU0: LK, 0
121370, ECU1: CC, 0
121380, ECU0: LK, 1
121380, ECU1: CC, 1
121390, ECU0: LK, 0
121390, ECU1: CC, 0
121400, ECU0: LK, 1
121400, ECU1: CC, 1
121410, ECU0: LK, 0
121410, ECU1: CC, 0
121420, ECU0: LK, 1
121420, ECU1: CC, 1
121430, ECU0: LK, 0
121430, ECU1: CC, 0
121440, ECU0: LK, 1
121440, ECU1: CC, 1
121450, ECU0: LK, 0
121450, ECU1: CC, 0
121460, ECU0: LK, 1
121460, ECU1: CC, 1
121470, ECU0: LK, 0
121470, ECU1: CC, 0
121480, ECU0: LK, 1
121480, ECU1: CC, 1
121490, ECU0: LK, 0
121490, ECU1: CC, 0
121500, ECU0: LK, 1
121500, ECU1: CC, 1
121510, ECU0: LK, 0
121510, ECU1: CC, 0
121520, ECU0: LK, 1
121520, ECU1: CC, 1
121530, ECU0: LK, 0
121530, ECU1: CC, 0
121540, ECU0: LK, 1
121540, ECU1: CC, 1
121550, ECU0: LK, 0
121550, ECU1: CC, 0
121560, ECU0: LK, 1
121560, ECU1: CC, 1
121570, ECU0: LK, 0
121570, ECU1: CC, 0
121580, ECU0: LK, 1
121580, ECU1: CC, 1
121590, ECU0: LK, 0
121590, ECU1: CC, 0
121600, ECU0: LK, 1
121600, ECU1: CC, 1
121610, ECU0: LK, 0
121610, ECU1: CC, 0
121620, ECU0: LK, 1
121620, ECU1: CC, 1
121630, ECU0: LK, 0
121630, ECU1: CC, 0
121640, ECU0: LK, 1
121640, ECU1: CC, 1
121650, ECU0: LK, 0
121650, ECU1: CC, 0
121660, ECU0: LK, 1
121660, ECU1: CC, 1
121670, ECU0: LK, 0
121670, ECU1: CC, 0
121680, ECU0: LK, 1
121680, ECU1: CC, 1
121690, ECU0: LK, 0
121690, ECU1: CC, 0
121700, ECU0: LK, 1
121700, ECU1: CC, 1
121710, ECU0: LK, 0
121710, ECU1: CC, 0
121720, ECU0: LK, 1
121720, ECU1: CC, 1
121730, ECU0: LK, 0
121730, ECU1: CC, 0
121740, ECU0: LK, 1
121740, ECU1: CC, 1
121750, ECU0: LK, 0
121750, ECU1: CC, 0
121760, ECU0: LK, 1
121760, ECU1: CC, 1
121770, ECU0: LK, 0
121770, ECU1: CC, 0
121780, ECU0: LK, 1
121780, ECU1: CC, 1
121790, ECU0: LK, 0
121790, ECU1: CC, 0
121800, ECU0: LK, 1
121800, ECU1: CC, 1
121810, ECU0: LK, 0
121810, ECU1: CC, 0
121820, ECU0: LK, 1
121820, ECU1: CC, 1
121830, ECU0: LK, 0
121830, ECU1: CC, 0
121840, ECU0: LK, 1
121840, ECU1: CC, 1
121850, ECU0: LK, 0
121850, ECU1: CC, 0
121860, ECU0: LK, 1
121860, ECU1: CC, 1
121870, ECU0: LK, 0
121870, ECU1: CC, 0
121880, ECU0: LK, 1
121880, ECU1: CC, 1
121890, ECU0: LK, 0
121890, ECU1: CC, 0
121900, ECU0: LK, 1
121900, ECU1: CC, 1
121910, ECU0: LK, 0
121910, ECU1: CC, 0
121920, ECU0: LK, 1
121920, ECU1: CC, 1
121930, ECU0: LK, 0
121930, ECU1: CC, 0
121940, ECU0: LK, 1
121940, ECU1: CC, 1
121950, ECU0: LK, 0
121950, ECU1: CC, 0
121960, ECU0: LK, 1
121960, ECU1: CC, 1
121970, ECU0: LK, 0
121970, ECU1: CC, 0
121980, ECU0: LK, 1
121980, ECU1: CC, 1
121990, ECU0: LK, 0
121990, ECU1: CC, 0
122000, ECU0: LK, 1
122000, ECU1: CC, 1
122010, ECU0: LK, 0
122010, ECU1: CC, 0
122020, ECU0: LK, 1
122020, ECU1: CC, 1
122030, ECU0: LK, 0
122030, ECU1: CC, 0
122040, ECU0: LK, 1
122040, ECU1: CC, 1
122050, ECU0: LK, 0
122050, ECU1: CC, 0
122060, ECU0: LK, 1
122060, ECU1: CC, 1
122070, ECU0: LK, 0
122070, ECU1: CC, 0
122080, ECU0: LK, 1
122080, ECU1: CC, 1
122090, ECU0: LK, 0
122090, ECU1: CC, 0
122100, ECU0: LK, 1
122100, ECU1: CC, 1
122110, ECU0: LK, 0
122110, ECU1: CC, 0
122120, ECU0: LK, 1
122120, ECU1: CC, 1
122130, ECU0: LK, 0
122130, ECU1: CC, 0
122140, ECU0: LK, 1
122140, ECU1: CC, 1
122150, ECU0: LK, 0
122150, ECU1: CC, 0
122160, ECU0: LK, 1
122160, ECU1: CC, 1
122170, ECU0: LK, 0
122170, ECU1: CC, 0
122180, ECU0: LK, 1
122180, ECU1: CC, 1
122190, ECU0: LK, 0
122190, ECU1: CC, 0
122200, ECU0: LK, 1
122200, ECU1: CC, 1
122210, ECU0: LK, 0
122210, ECU1: CC, 0
122220, ECU0: LK, 1
122220, ECU1: CC, 1
122230, ECU0: LK, 0
122230, ECU1: CC, 0
122240, ECU0: LK, 1
122240, ECU1: CC, 1
122250, ECU0: LK, 0
122250, ECU1: CC, 0
122260, ECU0: LK, 1
122260, ECU1: CC, 1
122270, ECU0: LK, 0
122270, ECU1: CC, 0
122280, ECU0: LK, 1
122280, ECU1: CC, 1
122290, ECU0: LK, 0
122290, ECU1: CC, 0
122300, ECU0: LK, 1
122300, ECU1: CC, 1
122310, ECU0: LK, 0
122310, ECU1: CC, 0
122320, ECU0: LK, 1
122320, ECU1: CC, 1
122330, ECU0: LK, 0
122330, ECU1: CC, 0
122340, ECU0: LK, 1
122340, ECU1: CC, 1
122350, ECU0: LK, 0
122350, ECU1: CC, 0
122360, ECU0: LK, 1
122360, ECU1: CC, 1
122370, ECU0: LK, 0
122370, ECU1: CC, 0
122380, ECU0: LK, 1
122380, ECU1: CC, 1
122390, ECU0: LK, 0
122390, ECU1: CC, 0
122400, ECU0: LK, 1
122400, ECU1: CC, 1
122410, ECU0: LK, 0
122410, ECU1: CC, 0
122420, ECU0: LK, 1
122420, ECU1: CC, 1
122430, ECU0: LK, 0
122430, ECU1: CC, 0
122440, ECU0: LK, 1
122440, ECU1: CC, 1
122450, ECU0: LK, 0
122450, ECU1: CC, 0
122460, ECU0: LK, 1
122460, ECU1: CC, 1
122470, ECU0: LK, 0
122470, ECU1: CC, 0
122480, ECU0: LK, 1
122480, ECU1: CC, 1
122490, ECU0: LK, 0
122490, ECU1: CC, 0
122500, ECU0: LK, 1
122500, ECU1: CC, 1
122510, ECU0: LK, 0
122510, ECU1: CC, 0
122520, ECU0: LK, 1
122520, ECU1: CC, 1
122530, ECU0: LK, 0
122530, ECU1: CC, 0
122540, ECU0: LK, 1
122540, ECU1: CC, 1
122550, ECU0: LK, 0
122550, ECU1: CC, 0
122560, ECU0: LK, 1
122560, ECU1: CC, 1
122570, ECU0: LK, 0
122570, ECU1: CC, 0
122580, ECU0: LK, 1
122580, ECU1: CC, 1
122590, ECU0: LK, 0
122590, ECU1: CC, 0
122600, ECU0: LK, 1
122600, ECU1: CC, 1
122610, ECU0: LK, 0
122610, ECU1: CC, 0
122620, ECU0: LK, 1
122620, ECU1: CC, 1
122630, ECU0: LK, 0
122630, ECU1: CC, 0
122640, ECU0: LK, 1
122640, ECU1: CC, 1
122650, ECU0: LK, 0
122650, ECU1: CC, 0
122660, ECU0: LK, 1
122660, ECU1: CC, 1
122670, ECU0: LK, 0
122670, ECU1: CC, 0
122680, ECU0: LK, 1
122680, ECU1: CC, 1
122690, ECU0: LK, 0
122690, ECU1: CC, 0
122700, ECU0: LK, 1
122700, ECU1: CC, 1
122710, ECU0: LK, 0
122710, ECU1: CC, 0
122720, ECU0: LK, 1
122720, ECU1: CC, 1
122730, ECU0: LK, 0
122730, ECU1: CC, 0
122740, ECU0: LK, 1
122740, ECU1: CC, 1
122750, ECU0: LK, 0
122750, ECU1: CC, 0
122760, ECU0: LK, 1
122760, ECU1: CC, 1
122770, ECU0: LK, 0
122770, ECU1: CC, 0
122780, ECU0: LK, 1
122780, ECU1: CC, 1
122790, ECU0: LK, 0
122790, ECU1: CC, 0
122800, ECU0: LK, 1
122800, ECU1: CC, 1
122810, ECU0: LK, 0
122810, ECU1: CC, 0
122820, ECU0: LK, 1
122820, ECU1: CC, 1
122830, ECU0: LK, 0
122830, ECU1: CC, 0
122840, ECU0: LK, 1
122840, ECU1: CC, 1
122850, ECU0: LK, 0
122850, ECU1: CC, 0
122860, ECU0: LK, 1
122860, ECU1: CC, 1
122870, ECU0: LK, 0
122870, ECU1: CC, 0
